x,y,color
163.19998168945312,205.8000030517578,blue
163.19998168945312,199.8000030517578,blue
165.19998168945312,198.8000030517578,blue
166.19998168945312,198.8000030517578,blue
168.19998168945312,202.8000030517578,blue
173.19998168945312,209.8000030517578,blue
175.19998168945312,213.8000030517578,blue
180.19998168945312,223.8000030517578,blue
184.19998168945312,231.8000030517578,blue
185.19998168945312,234.8000030517578,blue
185.19998168945312,229.8000030517578,blue
182.19998168945312,215.8000030517578,blue
178.19998168945312,198.8000030517578,blue
176.19998168945312,190.8000030517578,blue
175.19998168945312,176.8000030517578,blue
175.19998168945312,169.8000030517578,blue
175.19998168945312,167.8000030517578,blue
175.19998168945312,169.8000030517578,blue
183.19998168945312,184.8000030517578,blue
189.19998168945312,199.8000030517578,blue
195.19998168945312,222.8000030517578,blue
198.19998168945312,239.8000030517578,blue
199.19998168945312,242.8000030517578,blue
200.19998168945312,244.8000030517578,blue
200.19998168945312,243.8000030517578,blue
199.19998168945312,232.8000030517578,blue
195.19998168945312,218.8000030517578,blue
193.19998168945312,210.8000030517578,blue
191.19998168945312,197.8000030517578,blue
191.19998168945312,200.8000030517578,blue
198.19998168945312,213.8000030517578,blue
206.19998168945312,232.8000030517578,blue
211.19998168945312,239.8000030517578,blue
214.19998168945312,249.8000030517578,blue
214.19998168945312,249.8000030517578,blue
214.19998168945312,249.8000030517578,blue
212.19998168945312,239.8000030517578,blue
211.19998168945312,229.8000030517578,blue
209.19998168945312,220.8000030517578,blue
207.19998168945312,213.8000030517578,blue
207.19998168945312,209.8000030517578,blue
207.19998168945312,209.8000030517578,blue
211.19998168945312,212.8000030517578,blue
211.19998168945312,212.8000030517578,blue
211.19998168945312,211.8000030517578,blue
211.19998168945312,209.8000030517578,blue
212.19998168945312,202.8000030517578,blue
215.19998168945312,197.8000030517578,blue
219.19998168945312,189.8000030517578,blue
222.19998168945312,186.8000030517578,blue
223.19998168945312,186.8000030517578,blue
223.19998168945312,186.8000030517578,blue
225.19998168945312,189.8000030517578,blue
227.19998168945312,197.8000030517578,blue
230.19998168945312,209.8000030517578,blue
237.19998168945312,229.8000030517578,blue
237.19998168945312,231.8000030517578,blue
237.19998168945312,230.8000030517578,blue
235.19998168945312,218.8000030517578,blue
230.19998168945312,199.8000030517578,blue
222.19998168945312,169.8000030517578,blue
220.19998168945312,150.8000030517578,blue
220.19998168945312,153.8000030517578,blue
228.19998168945312,185.8000030517578,blue
240.19998168945312,218.8000030517578,blue
243.19998168945312,233.8000030517578,blue
243.19998168945312,235.8000030517578,blue
243.19998168945312,234.8000030517578,blue
236.19998168945312,221.8000030517578,blue
235.19998168945312,215.8000030517578,blue
235.19998168945312,213.8000030517578,blue
235.19998168945312,212.8000030517578,blue
234.19998168945312,212.8000030517578,blue
270.1999816894531,226.8000030517578,red
270.1999816894531,225.8000030517578,red
271.1999816894531,217.8000030517578,red
277.1999816894531,194.8000030517578,red
279.1999816894531,181.8000030517578,red
281.1999816894531,176.8000030517578,red
281.1999816894531,175.8000030517578,red
281.1999816894531,177.8000030517578,red
278.1999816894531,192.8000030517578,red
263.1999816894531,237.8000030517578,red
258.1999816894531,262.8000030517578,red
256.1999816894531,273.8000030517578,red
257.1999816894531,273.8000030517578,red
262.1999816894531,255.8000030517578,red
262.1999816894531,229.8000030517578,red
262.1999816894531,209.8000030517578,red
262.1999816894531,204.8000030517578,red
262.1999816894531,205.8000030517578,red
275.1999816894531,224.8000030517578,red
286.1999816894531,233.8000030517578,red
288.1999816894531,235.8000030517578,red
289.1999816894531,235.8000030517578,red
291.1999816894531,223.8000030517578,red
293.1999816894531,213.8000030517578,red
297.1999816894531,195.8000030517578,red
299.1999816894531,187.8000030517578,red
300.1999816894531,186.8000030517578,red
303.1999816894531,190.8000030517578,red
323.1999816894531,222.8000030517578,red
349.1999816894531,258.8000030517578,red
351.1999816894531,261.8000030517578,red
351.1999816894531,246.8000030517578,red
347.1999816894531,222.8000030517578,red
343.1999816894531,205.8000030517578,red
343.1999816894531,205.8000030517578,red
350.1999816894531,215.8000030517578,red
367.1999816894531,247.8000030517578,red
371.1999816894531,256.8000030517578,red
371.1999816894531,253.8000030517578,red
366.1999816894531,237.8000030517578,red
361.1999816894531,215.8000030517578,red
359.1999816894531,201.8000030517578,red
359.1999816894531,200.8000030517578,red
359.1999816894531,200.8000030517578,red
362.1999816894531,206.8000030517578,red
362.1999816894531,202.8000030517578,red
362.1999816894531,194.8000030517578,red
362.1999816894531,189.8000030517578,red
364.1999816894531,187.8000030517578,red
366.1999816894531,189.8000030517578,red
371.1999816894531,196.8000030517578,red
372.1999816894531,199.8000030517578,red
373.1999816894531,199.8000030517578,red
374.1999816894531,198.8000030517578,red
377.1999816894531,197.8000030517578,red
379.1999816894531,195.8000030517578,red
380.1999816894531,195.8000030517578,red
383.1999816894531,197.8000030517578,red
383.1999816894531,200.8000030517578,red
384.1999816894531,203.8000030517578,red
385.1999816894531,208.8000030517578,red
384.1999816894531,209.8000030517578,red
379.1999816894531,209.8000030517578,red
376.1999816894531,214.8000030517578,red
374.1999816894531,227.8000030517578,red
373.1999816894531,230.8000030517578,red
372.1999816894531,230.8000030517578,red
370.1999816894531,230.8000030517578,red
365.1999816894531,229.8000030517578,red
355.1999816894531,235.8000030517578,red
343.1999816894531,244.8000030517578,red
334.1999816894531,253.8000030517578,red
327.1999816894531,257.8000030517578,red
319.1999816894531,257.8000030517578,red
319.1999816894531,257.8000030517578,red
317.1999816894531,258.8000030517578,red
316.1999816894531,258.8000030517578,red
313.1999816894531,253.8000030517578,red
307.1999816894531,229.8000030517578,red
299.1999816894531,200.8000030517578,red
298.1999816894531,190.8000030517578,red
299.1999816894531,190.8000030517578,red
316.1999816894531,210.8000030517578,red
322.1999816894531,217.8000030517578,red
322.1999816894531,217.8000030517578,red
316.1999816894531,192.8000030517578,red
316.1999816894531,181.8000030517578,red
323.1999816894531,180.8000030517578,red
335.1999816894531,186.8000030517578,red
335.1999816894531,187.8000030517578,red
335.1999816894531,189.8000030517578,red
373.1999816894531,385.8000030517578,red
372.1999816894531,385.8000030517578,red
361.1999816894531,379.8000030517578,red
355.1999816894531,377.8000030517578,red
353.1999816894531,374.8000030517578,red
352.1999816894531,373.8000030517578,red
352.1999816894531,372.8000030517578,red
355.1999816894531,369.8000030517578,red
359.1999816894531,367.8000030517578,red
361.1999816894531,367.8000030517578,red
365.1999816894531,367.8000030517578,red
367.1999816894531,369.8000030517578,red
367.1999816894531,369.8000030517578,red
368.1999816894531,369.8000030517578,red
371.1999816894531,369.8000030517578,red
372.1999816894531,369.8000030517578,red
375.1999816894531,369.8000030517578,red
376.1999816894531,369.8000030517578,red
377.1999816894531,371.8000030517578,red
378.1999816894531,375.8000030517578,red
374.1999816894531,378.8000030517578,red
371.1999816894531,379.8000030517578,red
363.1999816894531,375.8000030517578,red
363.1999816894531,372.8000030517578,red
369.1999816894531,371.8000030517578,red
379.1999816894531,372.8000030517578,red
384.1999816894531,373.8000030517578,red
384.1999816894531,373.8000030517578,red
376.1999816894531,365.8000030517578,red
369.1999816894531,361.8000030517578,red
367.1999816894531,359.8000030517578,red
34.199981689453125,63.80000305175781,blue
32.199981689453125,62.80000305175781,blue
25.199981689453125,52.80000305175781,blue
22.199981689453125,42.80000305175781,blue
21.199981689453125,38.80000305175781,blue
25.199981689453125,38.80000305175781,blue
36.199981689453125,46.80000305175781,blue
42.199981689453125,55.80000305175781,blue
43.199981689453125,57.80000305175781,blue
43.199981689453125,58.80000305175781,blue
40.199981689453125,49.80000305175781,blue
40.199981689453125,45.80000305175781,blue
45.199981689453125,45.80000305175781,blue
54.199981689453125,52.80000305175781,blue
59.199981689453125,62.80000305175781,blue
59.199981689453125,69.80000305175781,blue
55.199981689453125,72.80000305175781,blue
48.199981689453125,75.80000305175781,blue
39.199981689453125,77.80000305175781,blue
35.199981689453125,77.80000305175781,blue
34.199981689453125,77.80000305175781,blue
33.199981689453125,76.80000305175781,blue
21.199981689453125,70.80000305175781,blue
11.199981689453125,63.80000305175781,blue
9.199981689453125,61.80000305175781,blue
9.199981689453125,61.80000305175781,blue
19.199981689453125,61.80000305175781,blue
29.199981689453125,61.80000305175781,blue
33.199981689453125,61.80000305175781,blue
34.199981689453125,61.80000305175781,blue
